,restaurant_name,city,cuisines,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,repeat_customer_pct,platform_performance_better
563,Sultan Seafood Kitchen,Hyderabad,Seafood,4.7,509,4.6,669,1009,Premium,55,64,28,33,251,333,253259,335997,57,Zomato Better
564,Curry Desserts Junction (2),Hyderabad,Desserts,4.6,1737,4.6,1078,827,Premium,32,31,20,21,292,214,241484,176978,60,Swiggy Better
565,The Lebanese Cellar (2),Hyderabad,Lebanese; Fast Food,4.5,1195,4,1651,715,Premium,82,83,37,45,294,292,210210,208780,49,Balanced
566,Harvest Corner (2),Chennai,Chinese,4.4,823,4.3,2945,178,Budget,51,45,28,31,327,382,58206,67996,43,Zomato Better
567,Golden Kitchen Co. (2),Mumbai,Japanese,3.7,1355,4,1297,1500,Luxury,92,90,47,52,154,147,231000,220500,49,Swiggy Better
568,Roots Bar & Grill,Delhi,Chinese; Mexican,4.7,2055,4.9,2966,655,Mid-Range,41,37,18,22,293,410,191915,268550,64,Zomato Better
569,The Vegan Eatery (2),Pune,Vegan; Fast Food,4.8,1179,4.8,613,371,Mid-Range,49,54,29,32,151,152,56021,56392,53,Zomato Better
570,Coastal Cafe,Bangalore,Chinese; Multi-Cuisine,4.4,1488,4.2,965,333,Mid-Range,21,23,16,16,274,314,91242,104562,48,Zomato Better
571,Roots Corner,Kolkata,Mughlai,4.3,2900,4.6,1926,297,Budget,86,75,42,41,337,302,100089,89694,61,Balanced
572,The Vegan Bowl,Delhi,Vegan; Bakery,4.5,2035,4.3,1839,144,Budget,44,47,26,25,257,208,37008,29952,56,Swiggy Better
573,Silk Table,Chennai,Japanese; North Indian,4.6,1151,4.7,803,808,Premium,30,37,24,27,262,215,211696,173720,60,Swiggy Better
574,Spice Republic,Ahmedabad,Cafe; South Indian,4.3,1181,4.2,264,206,Budget,28,21,16,20,316,114,65096,23484,49,Swiggy Better
575,Curry Kitchen Co. (2),Pune,Bakery; Vietnamese,5,624,5,852,372,Mid-Range,52,47,30,34,272,222,101184,82584,70,Swiggy Better
576,The Korean Cellar,Ahmedabad,Korean,4.9,1328,4.6,1263,545,Mid-Range,33,39,22,24,164,214,89380,116630,70,Zomato Better
577,Ember Bakery Grill,Pune,Bakery,4.3,1063,4.2,704,589,Mid-Range,62,62,37,40,297,192,174933,113088,55,Swiggy Better
578,Royal Bakery Grill,Ahmedabad,Bakery; South Indian,4.3,706,4.2,1296,399,Mid-Range,73,73,42,39,174,301,69426,120099,53,Zomato Better
579,The Seafood Bowl,Bangalore,Seafood,4,892,4.2,2350,598,Mid-Range,40,44,25,29,214,298,127972,178204,49,Zomato Better
580,The Mediterranean House (2),Delhi,Mediterranean; Lebanese,3.7,2145,3.8,1403,548,Mid-Range,53,62,33,31,261,185,143028,101380,42,Swiggy Better
581,Coastal North Table,Pune,North Indian; Bakery,4.5,1329,4.7,1158,562,Mid-Range,37,38,28,26,180,301,101160,169162,68,Zomato Better
582,The Lebanese Bhavan (2),Mumbai,Lebanese,4.5,2306,4.4,1674,276,Budget,21,20,18,20,317,233,87492,64308,61,Swiggy Better
583,The Thai Hub,Delhi,Thai; Desserts,5,747,4.7,1851,394,Mid-Range,52,49,30,34,224,304,88256,119776,72,Zomato Better
584,Lotus Room,Jaipur,Italian,4.7,988,4.9,1476,231,Budget,51,57,32,26,242,388,55902,89628,69,Zomato Better
585,Delhi Bhavan,Hyderabad,Cafe,3.7,1366,3.6,1130,416,Mid-Range,47,32,26,23,221,215,91936,89440,49,Swiggy Better
586,Green Korean Cellar,Mumbai,Korean; Continental,4.8,1042,4.3,2343,570,Mid-Range,25,24,21,25,282,306,160740,174420,50,Zomato Better
587,Nawab Hub,Bangalore,Mexican; South Indian,4.5,1835,4.8,1565,994,Premium,36,34,19,23,227,195,225638,193830,71,Swiggy Better
588,Terrace Corner,Bangalore,Multi-Cuisine; Chinese,4.7,366,4.8,791,1544,Luxury,57,52,25,29,180,117,277920,180648,59,Swiggy Better
589,The Thai Darbar,Mumbai,Thai; Japanese,4.3,802,4.3,1273,398,Mid-Range,36,37,20,20,317,314,126166,124972,47,Balanced
590,Heritage Republic,Jaipur,Fast Food,4,795,4,691,276,Budget,34,41,22,24,186,228,51336,62928,46,Zomato Better
591,The Bakery Foods,Delhi,Bakery,4.3,2287,4.4,2943,416,Mid-Range,69,68,39,44,280,426,116480,177216,55,Zomato Better
592,Harvest Cafe,Bangalore,South Indian; Fast Food,4.7,2550,4.4,1113,362,Mid-Range,56,47,30,38,326,283,118012,102446,62,Swiggy Better
593,The Lebanese Junction,Pune,Lebanese,4.9,1385,4.8,1007,1602,Luxury,88,93,42,49,178,116,285156,185832,56,Swiggy Better
594,The Cafe Table (2),Mumbai,Cafe; Seafood,4.8,451,4.8,2043,334,Mid-Range,24,23,17,24,194,324,64796,108216,71,Zomato Better
595,Harvest Pan-Asian House,Bangalore,Pan-Asian,4.2,1717,4.1,1075,295,Budget,26,30,21,23,210,187,61950,55165,49,Swiggy Better
596,The Street Cellar,Chennai,Street Food,4.1,875,4,1582,361,Mid-Range,55,56,30,30,232,289,83752,104329,36,Zomato Better
597,The Biryani Point,Hyderabad,Biryani; Chinese,5,573,4.9,2061,469,Mid-Range,72,65,30,41,275,358,128975,167902,62,Zomato Better
598,The Vegan Republic,Lucknow,Vegan; Continental,4.2,872,4.2,837,1688,Luxury,52,60,37,31,125,156,211000,263328,41,Zomato Better
599,The Vegan Hub (2),Hyderabad,Vegan,4.4,2284,4.5,1579,703,Premium,104,94,50,48,344,218,241832,153254,63,Swiggy Better
600,Curry North Cellar,Delhi,North Indian,4.2,3257,4.4,964,348,Mid-Range,75,73,40,39,363,312,126324,108576,54,Swiggy Better
601,Bombay Fast Republic,Chennai,Fast Food; Italian,4.2,729,4.2,1245,370,Mid-Range,69,66,33,40,267,288,98790,106560,60,Zomato Better
602,Barrel Kitchen,Ahmedabad,Desserts; North Indian,4.5,1067,4.6,527,593,Mid-Range,34,27,27,28,202,215,119786,127495,57,Zomato Better
603,Saffron Bowl,Chennai,Mediterranean,4.3,2311,4.5,1671,234,Budget,32,30,24,22,286,205,66924,47970,58,Swiggy Better
604,The Pan-Asian Cellar,Lucknow,Pan-Asian; Street Food,4.5,493,4.7,1899,703,Premium,77,67,41,39,216,290,151848,203870,57,Zomato Better
605,The Chinese Room,Kolkata,Chinese,4.2,605,4.1,1510,675,Mid-Range,46,42,23,23,279,312,188325,210600,42,Zomato Better
606,Spice Table,Ahmedabad,Lebanese; Italian,4.3,581,4.2,1605,530,Mid-Range,56,56,33,36,149,237,78970,125610,45,Zomato Better
607,Golden Cafe,Mumbai,Vietnamese; Biryani,4.8,2113,4.7,982,258,Budget,39,35,19,29,252,176,65016,45408,65,Swiggy Better
608,Heritage Diner,Chennai,Seafood,4.3,2805,4.2,768,979,Premium,21,22,22,18,512,183,501248,179157,51,Swiggy Better
609,Sunrise Republic,Delhi,Continental,5,2055,4.7,2619,343,Mid-Range,78,70,39,43,436,323,149548,110789,60,Swiggy Better
610,The Korean Spot (2),Pune,Korean; Multi-Cuisine,4.7,1792,4.9,699,514,Mid-Range,51,61,35,29,214,320,109996,164480,67,Zomato Better
611,Urban Pan-Asian Express,Hyderabad,Pan-Asian,3.8,1149,4.1,852,229,Budget,40,31,22,28,185,245,42365,56105,55,Zomato Better
612,The Mughlai Darbar,Lucknow,Mughlai; Mediterranean,4.1,1421,3.9,1556,211,Budget,29,20,20,25,163,275,34393,58025,46,Zomato Better
613,The Pan-Asian Corner (2),Lucknow,Pan-Asian,5,1794,5,797,289,Budget,84,84,44,47,304,214,87856,61846,65,Swiggy Better
614,Heritage Italian Bhavan,Bangalore,Italian; Lebanese,4.7,850,4.6,1336,346,Mid-Range,53,61,34,35,236,192,81656,66432,57,Swiggy Better
615,The Korean House,Chennai,Korean; Mughlai,3.7,417,3.8,2736,319,Mid-Range,48,50,31,35,190,332,60610,105908,46,Zomato Better
616,The Continental Republic,Chennai,Continental,4.7,811,4.6,2950,289,Budget,65,65,28,38,328,400,94792,115600,60,Zomato Better
617,The Desserts House,Bangalore,Desserts,4.5,2403,4.6,974,359,Mid-Range,31,37,22,23,316,369,113444,132471,65,Zomato Better
618,The Fast Cellar,Mumbai,Fast Food,4,2393,3.8,662,551,Mid-Range,78,77,40,44,376,178,207176,98078,47,Swiggy Better
619,Barrel Cellar,Mumbai,Japanese,4.1,851,4,767,173,Budget,26,17,21,23,154,206,26642,35638,59,Zomato Better
620,Nawab Lebanese Diner,Kolkata,Lebanese; Bakery,4.6,1497,4.7,823,390,Mid-Range,30,33,22,26,312,367,121680,143130,73,Zomato Better
621,Green Thai Diner,Delhi,Thai,4.2,1699,4.4,4756,528,Mid-Range,33,36,25,21,410,557,216480,294096,62,Zomato Better
622,Coastal Diner,Lucknow,Fast Food; South Indian,4.5,1238,4.5,1840,617,Mid-Range,43,25,21,27,180,221,111060,136357,63,Zomato Better
623,Urban Lebanese Spot,Delhi,Lebanese; South Indian,4.5,2047,4.2,1916,373,Mid-Range,43,51,23,27,309,424,115257,158152,56,Zomato Better
624,Terrace Room,Lucknow,Biryani,4.2,627,4.4,1300,842,Premium,51,60,33,38,174,155,146508,130510,63,Swiggy Better
625,The Mediterranean House (3),Delhi,Mediterranean; Pan-Asian,4.6,2201,4.3,1162,324,Mid-Range,32,34,19,22,501,411,162324,133164,71,Swiggy Better
626,Delhi Street Diner,Kolkata,Street Food; Multi-Cuisine,4.9,715,4.9,947,412,Mid-Range,33,32,26,18,357,213,147084,87756,62,Swiggy Better
627,Terrace Multi-Cuisine Kitchen,Mumbai,Multi-Cuisine; Lebanese,4.2,1208,3.8,1121,165,Budget,60,61,31,34,333,211,54945,34815,46,Swiggy Better
628,Harvest House,Pune,Mexican; Vietnamese,4.6,1994,5,1059,661,Mid-Range,43,37,29,26,239,286,157979,189046,63,Zomato Better
629,Ember Vietnamese Hub,Kolkata,Vietnamese,4.4,1807,4.4,3049,211,Budget,33,31,18,25,233,393,49163,82923,58,Zomato Better
630,Bamboo Cafe,Jaipur,South Indian; Fast Food,4.9,1248,4.9,320,651,Mid-Range,80,76,44,40,156,106,101556,69006,56,Swiggy Better
631,Ember Mughlai Hub,Kolkata,Mughlai; Mediterranean,3.8,322,3.7,438,2384,Luxury,59,63,37,40,131,189,312304,450576,41,Zomato Better
632,Bistro Korean Kitchen Co.,Mumbai,Korean,3.5,1101,3.6,665,816,Premium,34,29,24,28,172,158,140352,128928,31,Swiggy Better
633,Terrace Seafood Foods,Delhi,Seafood; Thai,3.9,2730,4.1,1671,325,Mid-Range,19,23,22,19,436,321,141700,104325,50,Swiggy Better
634,The North Table,Mumbai,North Indian,4.3,945,4.1,877,930,Premium,44,47,29,30,143,179,132990,166470,47,Zomato Better
635,Delhi Foods,Mumbai,Lebanese; Continental,4.4,763,4.1,1306,1546,Luxury,37,36,23,29,198,151,306108,233446,55,Swiggy Better
636,Golden Continental Hub,Hyderabad,Continental,3.9,1986,4,1562,867,Premium,61,53,34,36,225,288,195075,249696,41,Zomato Better
637,Basil Pan-Asian Tadka,Chennai,Pan-Asian; Biryani,3.8,1053,3.6,1454,761,Premium,64,65,32,31,200,192,152200,146112,34,Swiggy Better
638,Silk Cafe,Chennai,Bakery,4.9,1184,4.6,1946,371,Mid-Range,38,45,25,25,470,289,174370,107219,63,Swiggy Better
639,Bistro South Kitchen Co.,Ahmedabad,South Indian; Chinese,4.1,1192,4.2,1329,312,Mid-Range,34,39,24,22,182,178,56784,55536,51,Swiggy Better
640,Zaffran South Grill,Chennai,South Indian,4.3,612,4.5,2126,678,Mid-Range,44,41,20,24,275,340,186450,230520,59,Zomato Better
641,Terrace North House,Kolkata,North Indian,4.5,1995,4.6,621,180,Budget,40,35,25,29,310,234,55800,42120,59,Swiggy Better
642,Golden Chinese Bar & Grill,Mumbai,Chinese; Mediterranean,4.4,533,4.7,1952,243,Budget,55,49,33,30,233,340,56619,82620,64,Zomato Better
643,Zaffran Multi-Cuisine Room,Bangalore,Multi-Cuisine; Desserts,4.6,681,4.8,1553,479,Mid-Range,43,36,29,28,254,602,121666,288358,69,Zomato Better
644,Basil Bowl,Hyderabad,Italian,4.2,1213,4.1,1123,747,Premium,47,47,25,29,264,275,197208,205425,46,Balanced
645,Golden Tadka,Ahmedabad,Italian,4.7,933,4.9,1679,642,Mid-Range,42,43,24,23,213,207,136746,132894,63,Balanced
646,The Desserts Diner,Mumbai,Desserts; Biryani,4.4,1050,4.2,1875,288,Budget,28,33,26,22,340,351,97920,101088,58,Balanced
647,Urban Cellar,Pune,Street Food; Pan-Asian,4.8,1116,4.8,1479,771,Premium,45,49,24,27,194,166,149574,127986,62,Swiggy Better
648,Cinnamon Hub (2),Hyderabad,Korean; Multi-Cuisine,4.8,698,4.7,1059,1822,Luxury,40,33,27,23,126,209,229572,380798,60,Zomato Better
649,Barrel Express,Mumbai,Vietnamese,5,1560,5,3408,277,Budget,71,69,35,38,236,417,65372,115509,70,Zomato Better
650,The Thai Spot (2),Delhi,Thai,4.4,1192,4.4,1352,535,Mid-Range,46,49,29,35,198,226,105930,120910,63,Zomato Better
651,The Vietnamese Cellar (3),Ahmedabad,Vietnamese; Desserts,3.6,1194,3.5,639,285,Budget,34,37,18,25,178,221,50730,62985,38,Zomato Better
652,The Mexican Republic,Hyderabad,Mexican,4.4,3266,4.4,1891,271,Budget,53,54,34,33,379,320,102709,86720,47,Swiggy Better
653,The Lebanese Junction (2),Bangalore,Lebanese; Seafood,3.8,685,4.3,2047,293,Budget,49,54,25,31,259,289,75887,84677,49,Zomato Better
654,Sunrise Bar & Grill,Ahmedabad,Thai,3.8,2218,3.7,430,697,Mid-Range,48,38,27,29,312,160,217464,111520,39,Swiggy Better
655,Curry Japanese Cafe,Delhi,Japanese; Continental,4.1,1080,4.6,1135,617,Mid-Range,38,43,23,23,195,243,120315,149931,60,Zomato Better
656,Sultan Italian House,Ahmedabad,Italian,4.4,1111,4.3,458,649,Mid-Range,53,61,29,33,250,196,162250,127204,49,Swiggy Better
657,Copper Eatery (2),Bangalore,Korean,4.4,521,4.6,1159,866,Premium,62,52,34,26,186,132,161076,114312,69,Swiggy Better
658,Tandoor Express (2),Pune,Chinese; Street Food,3.9,1088,4.1,1713,476,Mid-Range,32,30,24,27,155,254,73780,120904,50,Zomato Better
659,Terrace Korean Cafe,Delhi,Korean; Bakery,4.7,701,4.6,1796,1591,Luxury,26,36,20,26,241,215,383431,342065,59,Balanced
660,The Bakery Foods (2),Bangalore,Bakery,4,1765,4.1,2408,902,Premium,39,35,27,26,291,294,262482,265188,51,Balanced
661,Zaffran Table,Ahmedabad,North Indian,4.3,953,4.4,1559,788,Premium,61,51,28,32,227,209,178876,164692,47,Swiggy Better
662,Ember South Darbar,Bangalore,South Indian; Vegan,4.2,1080,3.9,1668,397,Mid-Range,32,28,22,25,273,300,108381,119100,42,Zomato Better
663,Wok Room (2),Mumbai,Bakery; North Indian,4.3,890,4,1565,277,Budget,54,56,26,35,310,250,85870,69250,51,Swiggy Better
664,Sultan Biryani Room,Bangalore,Biryani; Bakery,4.7,3444,4.5,2880,278,Budget,52,59,32,30,423,335,117594,93130,65,Swiggy Better
665,The Continental Foods,Chennai,Continental,4.7,1359,4.5,1718,496,Mid-Range,20,27,23,24,253,336,125488,166656,53,Zomato Better
666,The Biryani Republic (2),Kolkata,Biryani; Mexican,4,1155,3.8,383,1366,Luxury,60,56,32,34,181,160,247246,218560,44,Swiggy Better
667,Harvest Vegan Room,Lucknow,Vegan,3.9,1078,4.1,1966,436,Mid-Range,32,45,23,26,262,290,114232,126440,40,Balanced
668,Nawab Corner,Bangalore,Mexican,4.3,2010,4.5,2175,299,Budget,91,89,43,44,427,368,127673,110032,63,Swiggy Better
669,The Cafe Bar & Grill,Delhi,Cafe,4.4,1271,4.4,2748,315,Mid-Range,39,35,25,29,435,411,137025,129465,56,Swiggy Better
670,The Thai Republic,Mumbai,Thai,4.3,1231,4.4,1630,279,Budget,38,35,25,17,181,218,50499,60822,52,Zomato Better
671,Green Grill,Pune,Japanese,4.6,3006,4.4,1411,880,Premium,42,50,31,30,357,214,314160,188320,59,Swiggy Better
672,Roots Pan-Asian Corner,Lucknow,Pan-Asian,3.5,1243,3.4,856,285,Budget,49,42,33,30,188,195,53580,55575,31,Balanced
673,Delhi Mediterranean Corner,Chennai,Mediterranean,5,2136,5,1035,796,Premium,101,103,53,56,258,406,205368,323176,72,Zomato Better
674,Coastal Chinese Republic,Pune,Chinese,4.8,496,4.8,587,316,Mid-Range,33,34,28,27,238,172,75208,54352,69,Swiggy Better
675,Tandoor Room,Delhi,Vegan; Pan-Asian,4.4,1479,4.5,2202,215,Budget,37,38,25,26,238,300,51170,64500,56,Zomato Better
676,Barrel Mediterranean Tadka,Jaipur,Mediterranean; Pan-Asian,3.1,378,3.3,1456,260,Budget,35,29,24,18,140,166,36400,43160,30,Zomato Better
677,Zaffran Seafood Express,Delhi,Seafood; Fast Food,3.8,575,4.3,1735,440,Mid-Range,53,47,30,25,232,320,102080,140800,42,Zomato Better
678,Sultan Fast Table,Mumbai,Fast Food,4.8,2613,4.6,4692,240,Budget,36,38,27,28,302,537,72480,128880,63,Zomato Better
679,Spice Fast Cafe,Delhi,Fast Food,4.3,4226,4.3,3726,312,Mid-Range,39,43,28,27,497,583,155064,181896,55,Zomato Better
680,Roots House (2),Mumbai,Street Food; Mughlai,4.4,2815,4.6,749,411,Mid-Range,86,71,33,43,363,344,149193,141384,64,Swiggy Better
681,Sunrise Corner,Bangalore,Mexican,4.1,1874,4.4,988,346,Mid-Range,36,33,24,24,340,304,117640,105184,54,Swiggy Better
682,Green Corner,Mumbai,North Indian; Cafe,3.9,1154,4.3,1490,139,Budget,48,53,27,26,196,229,27244,31831,46,Zomato Better
683,Tandoor Street Grill,Delhi,Street Food; Biryani,4.7,2724,4.8,1072,229,Budget,82,67,40,42,400,304,91600,69616,63,Swiggy Better
684,Bistro Grill,Hyderabad,Seafood,4.6,1983,4.8,3202,583,Mid-Range,32,39,27,28,257,391,149831,227953,61,Zomato Better
685,Green Lebanese Republic,Bangalore,Lebanese; Vegan,3.9,1342,3.8,998,356,Mid-Range,43,47,21,26,197,260,70132,92560,39,Zomato Better
686,Zaffran Spot,Delhi,Japanese,4.3,492,4.7,2966,216,Budget,33,40,29,28,203,341,43848,73656,57,Zomato Better
687,Wok Chinese Eatery,Jaipur,Chinese,4.2,788,4.2,1255,716,Premium,23,32,20,22,237,249,169692,178284,54,Balanced
688,Bistro Lebanese Deck,Chennai,Lebanese,4.3,2747,4.2,1839,417,Mid-Range,41,36,21,27,406,239,169302,99663,47,Swiggy Better
689,The Lebanese Republic (2),Pune,Lebanese; Mexican,3.8,1025,4.1,862,247,Budget,25,30,16,20,179,155,44213,38285,38,Swiggy Better
690,Lotus Bites (2),Bangalore,Cafe; Italian,4.4,546,4.1,1371,1934,Luxury,89,85,50,45,201,209,388734,404206,43,Zomato Better
691,Lotus Junction,Ahmedabad,Seafood; Bakery,4.7,1210,4.4,1691,464,Mid-Range,33,32,22,28,214,200,99296,92800,62,Swiggy Better
692,Harvest Point,Bangalore,Thai; Continental,4,1969,4.2,1677,334,Mid-Range,61,54,33,30,285,222,95190,74148,49,Swiggy Better
693,The Chinese Eatery,Bangalore,Chinese; Thai,4.3,1420,4.5,1520,306,Mid-Range,53,47,28,26,251,261,76806,79866,58,Zomato Better
694,Spice Chinese Diner,Ahmedabad,Chinese,3.9,451,4.1,1017,255,Budget,24,31,21,21,145,157,36975,40035,42,Zomato Better
695,The Biryani Republic (3),Pune,Biryani,4.8,877,4.5,522,1728,Luxury,35,35,19,21,166,141,286848,243648,59,Swiggy Better
696,Bistro Pan-Asian Darbar,Chennai,Pan-Asian,4.8,1002,4.7,636,474,Mid-Range,35,34,24,27,237,246,112338,116604,62,Zomato Better
697,Golden North Hub,Pune,North Indian,4.6,1284,4.4,2535,1093,Premium,30,36,27,28,182,341,198926,372713,58,Zomato Better
698,Heritage Continental Diner,Hyderabad,Continental,4.5,900,5,2059,338,Mid-Range,36,36,23,25,231,318,78078,107484,67,Zomato Better
699,The Lebanese Republic (3),Bangalore,Lebanese,4.5,695,4.5,511,425,Mid-Range,52,41,31,27,231,253,98175,107525,61,Zomato Better
700,Harvest Corner (3),Bangalore,Desserts; Vegan,4.8,1472,4.6,2377,760,Premium,47,51,34,28,231,382,175560,290320,66,Zomato Better
701,Wok Bakery House,Bangalore,Bakery,4.7,1947,4.8,1197,345,Mid-Range,45,43,23,31,300,207,103500,71415,57,Swiggy Better
702,The Fast Room,Mumbai,Fast Food; Vegan,4.2,702,3.8,2606,774,Premium,53,53,33,29,223,317,172602,245358,53,Zomato Better
703,Harvest Table,Ahmedabad,Cafe,4,1298,4,1376,842,Premium,52,48,34,33,294,218,247548,183556,48,Swiggy Better
704,Ember Kitchen,Bangalore,Vegan,3.6,496,3.6,1309,1868,Luxury,38,37,25,23,246,178,459528,332504,41,Swiggy Better
705,Coastal House,Pune,Vegan; Chinese,4.1,463,4.3,296,2417,Luxury,54,44,32,34,94,106,227198,256202,52,Zomato Better
706,The North Tadka (2),Kolkata,North Indian; Vegan,4.3,1223,4.5,539,688,Mid-Range,37,31,29,23,228,219,156864,150672,66,Swiggy Better
707,Sunrise Foods,Kolkata,Bakery,4.2,945,4.2,1020,491,Mid-Range,33,30,25,23,199,236,97709,115876,49,Zomato Better
708,Saffron Mexican House,Delhi,Mexican,4.1,1035,4,488,342,Mid-Range,27,20,26,27,317,208,108414,71136,47,Swiggy Better
709,Harvest Pan-Asian Republic,Delhi,Pan-Asian; Mediterranean,3.9,2064,4,1525,1724,Luxury,37,32,25,22,231,299,398244,515476,42,Zomato Better
710,The Desserts Darbar (2),Lucknow,Desserts,4.5,1592,4.8,974,271,Budget,53,50,26,25,241,201,65311,54471,64,Swiggy Better
711,Coastal Spot,Hyderabad,Street Food; Chinese,4.2,1524,4.4,2597,408,Mid-Range,55,52,28,29,270,419,110160,170952,44,Zomato Better
712,Bombay North Kitchen Co.,Kolkata,North Indian; Vietnamese,3.6,1862,3.9,1020,285,Budget,63,62,38,35,235,324,66975,92340,35,Zomato Better
713,The Fast House (2),Ahmedabad,Fast Food,4.5,929,5,1046,415,Mid-Range,32,29,19,19,241,241,100015,100015,60,Zomato Better
714,Barrel Mughlai Darbar,Kolkata,Mughlai; Seafood,4.1,845,4.1,523,451,Mid-Range,26,34,27,23,271,174,122221,78474,44,Swiggy Better
715,The Italian Bites,Bangalore,Italian,4.7,958,4.6,975,478,Mid-Range,28,30,24,20,188,346,89864,165388,53,Zomato Better
716,The Biryani Deck,Pune,Biryani; Continental,4.6,1558,4.3,2558,825,Premium,51,58,31,27,205,301,169125,248325,59,Zomato Better
717,Coastal Republic,Mumbai,Bakery; Mughlai,4.2,1605,4,2571,302,Mid-Range,32,30,17,23,236,333,71272,100566,46,Zomato Better
718,Tandoor Diner,Hyderabad,Desserts,4.9,1399,4.8,3092,486,Mid-Range,68,64,36,42,368,388,178848,188568,70,Swiggy Better
719,Harvest Bites,Jaipur,Lebanese,4.9,1038,4.9,1264,442,Mid-Range,37,40,23,28,231,151,102102,66742,67,Swiggy Better
720,Cinnamon Lebanese Express,Pune,Lebanese; Fast Food,4.6,1273,4.6,1095,277,Budget,42,40,27,26,196,184,54292,50968,59,Swiggy Better
721,Terrace Table,Delhi,North Indian; Fast Food,4.4,1406,4.5,2116,1522,Luxury,40,39,26,29,174,266,264828,404852,58,Zomato Better
722,Heritage Mexican Bites,Mumbai,Mexican,4.2,1260,4.3,2306,160,Budget,64,56,31,35,180,288,28800,46080,55,Zomato Better
723,Green North Hub,Jaipur,North Indian; Seafood,3.9,1139,4,523,265,Budget,79,79,40,40,227,167,60155,44255,41,Swiggy Better
724,The North Diner,Mumbai,North Indian,3.6,555,3.9,685,1005,Premium,38,48,27,30,148,111,148740,111555,43,Swiggy Better
725,Heritage Kitchen (2),Mumbai,Mexican; Japanese,3.5,1403,3.3,1747,327,Mid-Range,61,53,26,32,265,287,86655,93849,27,Zomato Better
726,Spice Desserts Foods,Bangalore,Desserts,4.6,1060,4.6,892,595,Mid-Range,38,28,28,25,470,328,279650,195160,64,Swiggy Better
727,The Fast Corner,Mumbai,Fast Food; Vegan,4.4,1003,4.5,1988,543,Mid-Range,75,73,37,41,326,352,177018,191136,49,Zomato Better
728,The Lebanese Bhavan (3),Delhi,Lebanese; North Indian,4.9,1362,4.8,2164,319,Mid-Range,57,58,29,32,294,268,93786,85492,70,Balanced
729,The North Cafe,Pune,North Indian; Thai,4.8,1368,4.8,2315,685,Mid-Range,116,102,51,55,201,344,137685,235640,69,Zomato Better
730,Nawab Mexican Republic,Bangalore,Mexican,5,4081,4.6,1162,588,Mid-Range,47,44,27,25,479,364,281652,214032,72,Swiggy Better
731,Zaffran Table (2),Mumbai,Multi-Cuisine,4.5,1152,4.2,826,414,Mid-Range,41,31,23,26,326,247,134964,102258,57,Swiggy Better
732,The Italian Point,Mumbai,Italian,4.4,1822,4.8,777,536,Mid-Range,44,36,22,27,379,252,203144,135072,56,Swiggy Better
733,The Cafe Junction (2),Delhi,Cafe; Lebanese,4.8,1090,4.5,1485,1076,Premium,66,58,30,38,167,193,179692,207668,64,Zomato Better
734,Harvest Republic,Mumbai,Mediterranean,3.8,1058,3.5,452,100,Budget,75,75,43,50,227,155,22700,15500,30,Swiggy Better
735,Roots Grill (5),Chennai,Chinese; Pan-Asian,4.5,1834,4.5,1170,459,Mid-Range,95,82,41,40,224,213,102816,97767,53,Swiggy Better
